店铺id,城市,类型,店名,点评,人均,口味,环境,服务
4119,苏州,苏州江浙,苏洪妹阿婆家时尚餐厅(百盛店),333,47,8.1,8,8
4121,苏州,苏州江浙,湖碟轩·私厨坊,183,107,7.7,8.4,7.8
4122,苏州,苏州江浙,盘韵阁私房菜,66,92,7.7,7.6,7.5
4123,苏州,苏州江浙,老土灶,119,67,7.8,7.5,7.6
4124,苏州,苏州江浙,三千粉牛肉米粉(圆融星座店)分店,295,22,7.8,8.1,8.1
4125,苏州,大闸蟹,小琳蟹庄,20,112,7.4,7.6,7.6
4126,苏州,大闸蟹,小陆莲花蟹园农家乐(莲花岛店),417,146,8.4,8.4,8.6
4127,苏州,大闸蟹,阳澄湖莲花岛江南蟹阁,205,153,8.5,8.6,8.6
4132,苏州,海鲜,澳港城海鲜自助餐厅(昆山店),35,80,6.7,7.2,6.9
4133,苏州,海鲜,盱眙兄弟龙虾,3,39,7.3,7.3,7.3
4134,苏州,海鲜,龙门花甲(石浦店),3,15,7,7,7
4135,苏州,川菜,牛蛙君炭烧牛蛙锅(方塔街店),68,64,7.7,7.8,7.6
4136,苏州,川菜,渔上签 烤鱼·烧烤·川菜音乐餐...,102,75,7.3,7.9,7.7
4138,苏州,面馆,笔杆青极品杠子面分店,348,40,8,8,7.9
4139,苏州,面馆,钦味面馆,96,19,7.5,7.4,7.4
4141,苏州,面馆,同得兴精品面馆(十全街店)分店,2965,47,8.3,8.1,7.8
4143,苏州,面馆,东吴面馆(南施街店),33,13,6.8,6.8,6.5
4144,苏州,面馆,东吴面馆(吴江店)分店,37,18,7.2,7,7.1
4146,苏州,面馆,老牌昆山奥面馆(鹅颈湾店),204,16,7.4,7.5,7.5
4149,苏州,面馆,王家老太镇江锅盖面,25,19,7.1,7.1,7.2
4150,苏州,面馆,东吴面馆(阊胥路店)分店,64,15,7,7.2,7.1
4151,苏州,徽菜,杠岗香功夫煲仔饭,6,15,7.3,7.3,7.4
4155,苏州,面馆,陆振兴,5,13,7.1,7.1,7.1
4158,苏州,面馆,西面来风(江星店),5,13,7.5,7.5,7.5
4161,苏州,火锅,宽窄巷子成都串串香(方洲店),128,49,7.6,6.8,7.1
4162,苏州,火锅,成都厕所串串(新市路店),123,51,7.9,8.1,8.4
4163,苏州,火锅,成都厕所串串(苏州总店)分店,301,55,8.2,7.9,8.2
4165,苏州,火锅,厕所串串,14,49,7.2,7,7.2
4167,苏州,湘菜,江南公社(郭巷店),45,66,7.1,7,6.9
4168,苏州,湘菜,蜀湘阁,2,59,7.1,7.1,7.1
4173,苏州,创意菜,百盛·鱼小漾(新区店)分店,638,66,8.5,9,8.8
4174,苏州,创意菜,馋胖蟹肉煲,12,49,7.4,7.6,7.6
4175,苏州,韩国料理,农乐园(沈浒路店)分店,3807,81,9.1,9,8.9
4176,苏州,韩国料理,韩国德利斯面包蛋糕(东盛店),19,20,7.3,7.3,7.3
4177,苏州,韩国料理,韩一品韩国料理,16,43,7.2,7.1,6.8
4178,苏州,韩国料理,韩国紫菜包饭,34,26,7.3,7.2,7.3
4180,苏州,面包甜点,Godiva(观前街)分店,724,49,8.7,8.6,8.2
4181,苏州,面包甜点,1点点(来客茂店),82,14,8.3,7.9,8.1
4182,苏州,面包甜点,格瑞思,48,23,8.2,8.1,7.9
4183,苏州,面包甜点,桂源铺(新光天地店),735,17,8.1,8.2,8.2
4184,苏州,面包甜点,茉沏(石路步行街店),231,13,8.1,8.2,8
4185,苏州,面包甜点,食之秘(中茵百盛店)分店,707,52,8.1,8.1,7.9
4186,苏州,面包甜点,大通冰室(大润发店),56,17,7.5,7.6,7.7
4187,苏州,面包甜点,团子大家族(石路店),216,18,8.1,8.3,8.4
4188,苏州,咖啡厅,漫咖啡(曼巴特店),145,51,8.3,8.7,8.4
4189,苏州,咖啡厅,星巴克(胥城大厦店)分店,138,38,8.2,8.1,8.2
4190,苏州,咖啡厅,后花园咖啡馆,3,34,7,7,7
4192,苏州,其他,浔城壹号(吴江店),20,234,7.4,7.6,7.3
4194,苏州,其他,梦田香草(金鹰店),62,98,7.2,7.4,7
4195,苏州,其他,新疆帕米尔餐厅,222,63,7.4,7,6.8
4196,苏州,其他,草源小毛驴酒店(曼哈顿店),78,59,7.3,7.3,7.3
4200,苏州,其他,小金爆鱼,73,20,7.9,7.9,7.9
4202,苏州,小吃快餐,好人民间小吃(木渎天虹店)分店,331,30,9,8.4,8.7
4205,苏州,小吃快餐,港式铁板炒饭,24,17,7.6,7.6,7.7
4206,苏州,小吃快餐,鱼太深海鲅鱼饺,24,42,8.1,8.2,8.4
4207,苏州,小吃快餐,大牌冒菜(北摆宴街店),157,33,8.1,8.1,8.4
4213,苏州,酒吧,光阴的故事,3,102,,,
4214,苏州,酒吧,Dr.Beer进口啤酒零售,52,32,,,
4218,苏州,酒吧,新动力(太仓),11,797,,,
4224,苏州,西餐,VELLUTO意大利餐厅(李公堤店)广告,736,318,8.1,9,8.9
4225,苏州,日本料理,裕元日本料理,54,473,7.7,7.9,7.9
4226,苏州,西餐,ZEMO CAFE(这美咖啡),41,61,8.5,8.6,8.2
4227,苏州,西餐,必胜客(湖东时代店)分店,711,73,8.1,8.4,7.9
4228,苏州,西餐,魔法味觉牛排西餐厅,97,90,7.5,8.2,7.7
4230,苏州,西餐,麦克斯·米娅西餐厅,219,116,7.6,8.6,7.7
4231,苏州,西餐,关你P事披萨(觅me),24,32,7.8,7.8,7.8
4232,苏州,西餐,汉堡小子(吴江店),11,12,7.5,7.4,7.5
4234,苏州,烧烤,好来屋炭烤吧,273,60,8.2,7.5,7.8
4235,苏州,烧烤,牧羊人炭烤(沈浒路店)分店,230,95,8,7.6,7.5
4237,苏州,烧烤,大东北烧烤,6,50,6.9,6.8,6.8
4239,苏州,烧烤,特色烤羊腿(常兴路店),1,65,6.9,6.9,6.9
4241,苏州,烧烤,宴の火台湾花式铁板烧,23,49,7.5,7.1,7.6
4243,苏州,烧烤,老零点烧烤,2,60,7.1,7.1,7.1
4252,台州,川菜,川记酸菜鱼米线,15,25,7.4,7.2,7.5
4256,台州,川菜,重庆绝味烤鱼(三门店),3,30,6.8,6.8,6.8
4272,台州,小吃面食,新加坡海南鸡饭(中盛店),12,29,7.1,7.3,7.2
4274,台州,新疆菜,多郎美食餐厅,4,86,7,7,6.9
4277,台州,小吃面食,正新鸡排(洪池店),2,14,7,7,7
4278,台州,小吃面食,金鑫鱿鱼炒糕,2,13,7,7,7
4279,台州,小吃面食,阿杰羊杂馆,5,27,7,7,7
4280,台州,小吃面食,米爱粉,10,20,7.1,7.2,7.2
4281,台州,烧烤,韩林炭烤(温岭店),96,96,7,7,7
4288,台州,烧烤,迷墙斋暂停营业,11,80,7.4,7.6,7.5
4295,台州,西餐,点个披萨,1,17,7,7,7
4296,台州,西餐,可比乐复合式餐厅,7,19,7.4,7.4,7.4
4300,台州,海鲜,王鱼生,3,60,7.2,7.2,7.2
4302,台州,海鲜,石浦小海鲜,2,37,6.1,6.1,6.1
4311,台州,江浙菜,健跳小海鲜·陈宏美食城,1,34,7.1,7.1,7.1
4312,台州,江浙菜,渔家海鲜排档,5,39,7.2,7.2,7.2
4315,台州,江浙菜,澜廷酒店,8,92,7.2,7.2,7.2
4318,台州,江浙菜,一定好餐厅,2,45,7,7,7
4319,台州,江浙菜,逍遥派,1,40,6.9,6.9,6.9
4321,台州,火锅,来御来三汁焖锅(温岭店),33,84,7.1,7.2,7.1
4322,台州,火锅,鱼尚鲜草帽石锅鱼,2,87,7.1,7.1,7.4
4326,台州,火锅,隆鑫火锅(盱眙龙虾城),2,34,7,7,7
4329,台州,快餐简餐,兴旺阁(温岭总店),78,28,7.1,6.9,6.8
4331,台州,快餐简餐,来缘麻辣烫(天天财富店),12,20,7.5,7.5,7.5
4332,台州,快餐简餐,香八客麻辣烫,85,22,7.4,7.3,7.3
4334,台州,快餐简餐,兴旺阁二店(青年东路店),14,28,7.1,7.3,7.3
4335,台州,快餐简餐,大人面馆,29,13,7.4,6.8,7.2
4337,台州,快餐简餐,桂林米粉(平桥店),11,10,7.3,7.3,7.2
4344,台州,其他,秘制烧鸭饭,12,20,7,7,7.1
4345,台州,其他,江西小炒,1,30,7,7,7
4348,台州,日本料理,泉石料理,18,79,7.2,7.3,7.3
4351,台州,自助餐,木槿花自助烧烤火锅,8,41,7.1,7,7.1
4352,台州,自助餐,米兰自助火锅,6,49,7.2,7.1,7.2
4360,太原,农家菜,土财土菜,4,30,7.1,7.3,7.5
4362,台州,面包甜点,茶桔便(老车站店),20,15,7.2,7.2,7.4
4363,台州,面包甜点,莫妃奶茶,6,10,7.2,7.2,7.2
4369,太原,面馆,重庆小面(柳南店),38,12,7.1,7.2,7
4375,太原,创意菜,茗品食府,6,30,7.1,7.2,7.2
4388,太原,粤菜,龙茶坊皇后大道,111,55,7.2,7.2,7
4399,太原,火锅,大塞北(杏花岭店),7,62,7.6,7.6,7.6
4401,太原,小吃快餐,麦当劳(太原朝阳街店)分店,15,26,7.5,7.5,7.5
4402,太原,小吃快餐,王先生煎饼店,13,6,7.9,7.6,7.8
4404,太原,火锅,小皇牛筋头巴脑(大同路店),48,53,7.3,7.3,7.2
4405,太原,火锅,西来顺,9,45,7,6.9,6.9
4406,太原,小吃快餐,湘尚粉馆,41,18,8.3,8.4,8.4
4408,太原,火锅,串串叔叔(五一广场店)分店,27,24,7.2,7.4,6.8
4409,太原,小吃快餐,金绣源粥品专家(翊粥店)分店,50,29,7.3,7.3,7.2
4412,太原,烧烤,胡同(和信店),44,51,7.1,7.5,7.5
4413,太原,小吃快餐,六味斋(高新店)分店,144,15,7.6,7.5,7.5
4418,太原,韩国料理,土大力(茂业天地店),291,61,8,8.5,8.1
4421,太原,面包甜点,五福西点,7,11,7.6,7.6,7.6
4423,太原,面包甜点,谷田记,24,13,7.3,7.3,7.4
4424,太原,面包甜点,摩提工房(铜锣湾国际店)分店,4,20,7.2,7.2,7.2
4426,太原,面包甜点,贝客新语面包烘培(长风西街店),5,21,7.1,7.1,7
4427,太原,面包甜点,提拉米酥,3,24,7.1,7.2,7.4
4440,太原,湘菜,皖湘情,16,40,7.1,7.1,7
4441,太原,湘菜,阿瓦山寨(兴华店),181,55,7.5,7.2,7.2
4445,太原,西餐,必胜客宅急送(府西店),5,67,7.5,7.2,7.2
4446,太原,西餐,丹尼斯披萨,3,35,7.2,7.2,7.2
4452,太原,其他,认一力(桥头街总店),51,29,7.4,7.9,7.4
4454,太原,其他,大哥家(佳地花园店),2,40,7,7,7
4460,天津,农家菜,乡村一口猪,11,46,6.6,6.9,6.9
4462,天津,家常菜,伟煌苏尼特涮肉坊·融合菜,217,54,7.5,6.9,7
4470,天津,素菜,石头门坎(南市店)暂停营业,221,21,7.6,7.5,7
4471,天津,川菜,鱼酷活鱼现烤(红桥欧亚达店)分店,2241,89,9.1,9,9
4472,天津,川菜,行蓉金汤酸菜鱼(MSD店),330,70,8.5,8.6,7.9
4473,天津,川菜,东川麻辣香锅(天津梅江永旺店)分店,106,39,7.8,7.7,7.5
4474,天津,川菜,辣尚品烤鱼专家小龙虾(红桥店),370,77,7.8,7.7,7.7
4475,天津,川菜,香辣蟹,7,50,7.6,7.6,7.6
4476,天津,川菜,鑫隆居石锅鱼,50,59,8,7.6,8.1
4477,天津,川菜,沸腾水煮鱼(白云路店),12,35,7.6,7.5,7.6
4479,天津,川菜,川香嘴(万科水晶城店),50,30,7.3,7,7.1
4480,天津,小龙虾,四喜龙虾(枫景家园店),10,91,7.5,7.5,7.5
4483,天津,面馆,美玲拉面分店,111,23,7.4,7.6,7.5
4484,天津,面馆,窦四牛杂面(怡闲道店)分店,535,41,7.1,6.2,6
4485,天津,面馆,百年面道(和平路店)分店,2798,28,7.7,7.1,7.2
4487,天津,面馆,唐会小黄牛带皮牛肉面米线,124,20,7.8,8.1,7.8
4488,天津,面馆,比椒比椒重庆小面,55,14,7.5,7.6,7.6
4492,天津,面馆,小巷子牛杂面,42,23,6.9,7.1,6.9
4493,天津,面馆,北区拉面(葛沽店),22,14,7.3,7.3,7.3
4494,天津,烤鱼,牧春麻辣香锅特色烤全鱼(工业大...分店,77,63,6.8,6.8,6.8
4495,天津,烤鱼,鱼酷活鱼现烤(塘沽开发区店)分店,493,98,8.1,7.7,7.5
4496,天津,烤鱼,巫山烤全鱼,229,56,8.2,8.2,7.7
4499,天津,湘菜,三湘四水湖南特色餐厅,87,80,8.1,7.7,7.3
4500,天津,烤鱼,鱼友烤全鱼专门店(时代金街店)分店,16,57,7.3,7.3,7.1
4501,天津,湘菜,湘水情酒楼,19,47,7.1,6.8,6.7
4506,天津,东北菜,傻根一锅出,18,46,7.6,7.5,7.6
4507,天津,东北菜,美厨娘铁锅炖鱼(张家窝店),5,40,7.5,7.7,7.7
4508,天津,东北菜,屯老二农家铁锅炖(宝坻店),20,101,6.9,7.1,6.9
4514,天津,粤菜,老牛匠,14,50,7.7,7.6,7.7
4519,天津,海鲜,福地蒸汽海鲜城,358,126,9.1,9.1,9
4520,天津,海鲜,集贤阁海鲜酒楼,366,193,7.6,7.8,7.6
4521,天津,海鲜,毛稀海鲜,130,50,7,6.6,6.7
4522,天津,海鲜,北塘活海鲜专卖,217,166,8,7,7.3
4523,天津,海鲜,集贤佰悦海鲜酒楼,1453,132,7.8,9,8.1
4524,天津,海鲜,卫鼎轩·蟹王府(环岛西路店)分店,420,200,8.3,9,8.6
4525,天津,海鲜,金元宝海鲜宫,69,140,7.6,8,7.5
4526,天津,海鲜,馋胖肉蟹煲(天津远洋未来广场店),139,61,7.5,8.5,8.4
4528,天津,海鲜,富祥贵宾楼(西青店),141,116,7.2,7.5,7.1
4530,天津,海鲜,盈德天下第一盘,409,104,7.2,7,7
4532,天津,天津菜,醉翁亭便宜坊(白堤路店)分店,173,53,8,7.6,7.6
4533,天津,天津菜,老味食府,14,40,7.2,7.1,7.1
4534,天津,天津菜,仨皮俩馅,49,53,8.5,7.6,8.3
4535,天津,天津菜,小周菜馆,13,22,7,7,7
4536,天津,天津菜,味嘴把式农家院,17,56,7,6.9,6.6
4538,天津,天津菜,狗不理(东丽湖大酒店)分店,84,183,7,7.1,7
4541,天津,烧烤,帝磨兰,24,141,8,7.7,7.7
4544,天津,烧烤,全福味之源烧烤(新港店)分店,81,86,7.4,7.2,7.3
4545,天津,小吃快餐,犟骨头(平山道店)分店,77,25,8.8,8.7,8.7
4546,天津,小吃快餐,CHI辣辣精致新疆米粉,1097,43,8.2,9,9.1
4547,天津,小吃快餐,大圆碗(小白楼店)分店,1649,31,8.1,7.7,7.6
4548,天津,小吃快餐,猪排贩·日式猪排饭(和平诚基店),36,24,8.5,8.5,8.7
4550,天津,小吃快餐,和香香·喝盅好汤,82,36,8.2,8.3,8.4
4551,天津,小吃快餐,张亮麻辣烫,76,22,7.9,8.2,8.3
4552,天津,韩国料理,Hand & Heart(韩韩),284,57,8.7,9.1,9
4553,天津,韩国料理,美阿里(茂名道店),918,54,8,7.5,7.6
4554,天津,韩国料理,长今家分店,63,73,8.1,8.2,8
4555,天津,韩国料理,津利华名家菜(中山北路店),83,74,7.3,7.2,7.2
4557,天津,韩国料理,好奇士,41,75,7.2,7.4,7.3
4558,天津,西餐,积木家餐厅,28,58,8.3,8.5,8.7
4559,天津,西餐,外滩风尚(复康路店)分店,753,81,7.5,8.2,7.4
4560,天津,西餐,乐尚客意式休闲餐厅(万福广场店),145,65,7.5,8.1,7.6
4561,天津,西餐,奈司披萨(王府壹号店),30,30,8,7.9,8
4562,天津,西餐,棒约翰比萨(塘沽外滩店),375,69,7.3,7.2,7.2
4563,天津,西餐,米斯特比萨(津南月坛店),462,78,8.6,8.8,8.3
4564,天津,西餐,风车之家西餐(金元宝东方广场店),18,41,7.7,8.1,7.6
4565,天津,西餐,必胜宅急送(光明道店),3,73,7.2,7.4,7.4
4566,天津,自助餐,团泊湖温泉酒店(自助餐厅),196,115,6.7,7.2,7.3
4570,天津,面包甜点,沪上阿姨(熙悦汇店),363,11,8.5,8.7,8.3
4571,天津,面包甜点,好利来(白堤路店)分店,591,44,8.7,8.7,8.4
4572,天津,面包甜点,多乐之日(天津万达店),39,29,8.3,8.2,7.9
4573,天津,面包甜点,杜夫朗格蛋糕,67,202,9.1,9.2,9.2
4574,天津,面包甜点,起士林(鞍山西道店),133,40,8.8,8.9,8.7
4575,天津,面包甜点,梁子刨冰王(王顶堤商业中心店)分店,569,14,8.7,8,8.5
4577,天津,上海江浙,百姓生活菜馆,13,39,6.8,6.7,6.6
4581,天津,咖啡厅,7咖啡sevennotes coffee,42,27,8.5,8.9,8.9
4582,天津,咖啡厅,OAA·并不是咖啡馆,30,35,7.3,7.3,7.3
4583,天津,咖啡厅,咖啡印记主题馆,4,40,7.2,7.7,7.6
4584,天津,咖啡厅,麦咖啡(创意大厦店)分店,6,27,7.4,7.4,7.5
4585,天津,咖啡厅,外院咖啡,14,26,7.3,7.3,7.3
4589,天津,咖啡厅,think coffee,1,,6.9,6.9,6.9
4590,天津,咖啡厅,鲜时光,2,,7.2,7.2,7.2
4593,天津,火锅,大吉利潮汕牛肉火锅(南开店)分店,7691,81,9.2,8.8,9
4594,天津,火锅,有料儿铜锅(王府壹号店)分店,502,83,9.1,9.2,9.1
4595,天津,火锅,王牌大虾(二马路店),46,86,7.7,7.6,7.6
4596,天津,火锅,沸洋洋自助火锅(缤纷购物广场店),375,49,7.4,7.6,7.7
4597,天津,火锅,恩福来涮羊肉清真(南开大学店),65,60,8.9,8.6,9
4598,天津,其他,宝莱纳里士满西餐酒吧,658,174,8,8.7,7.9
4599,天津,其他,徽湘印巷(西康路店),111,86,9.2,9.3,9.2
4601,天津,其他,玲玲美食府,4,20,7.2,6.9,7.1
4602,天津,其他,鑫悦鹏饭庄,20,40,7.2,7.3,7.1
4603,天津,其他,彤德莱(小站物美超市店),56,42,7.8,7.8,7.6
4604,天津,日本料理,幸助_屋,145,45,8.6,9.2,9.2
4605,天津,日本料理,宝寿司(北辰店),141,62,9,8.8,9
4606,天津,日本料理,鸟亭,9,101,7.8,7.8,7.9
4608,天津,日本料理,大__拉面分店,255,45,7.8,8.2,8.6
4609,天津,日本料理,小魏铁板烧,11,11,7.6,7.6,7.6
4610,天津,日本料理,鸡铁日本料理,35,142,7.4,7.2,7.6
4611,温州,咖啡厅,星巴克(温州时代店)分店,130,39,7.5,7.6,7.6
4612,温州,咖啡厅,艾利咖啡(马鞍池店)分店,13,45,7.3,7.2,7.3
4613,温州,咖啡厅,吉缇小憩(延文路店),22,12,7,7.1,7.1
4617,温州,私房菜,好武功时尚私房菜(港瑞新玉海店)暂停营业,44,103,7.3,7.4,7.3
4623,温州,咖啡厅,COCOTIME咖啡(望江店)暂停营业,295,79,7.3,7.4,7.3
4624,温州,川菜,阿春鱼庄,9,32,7.3,7.1,7.3
4627,温州,川菜,蓝天川菜馆,3,30,7.2,7.2,7.2
4628,温州,川菜,七十二行川菜馆,1,32,6.7,6.7,6.7
4645,温州,海鲜,饮香楼海鲜排挡,1,70,7,7,7
4653,温州,火锅,桃马桃-专注年糕料理,209,45,7.5,7.3,7.4
4654,温州,火锅,烫菜广场(新店),77,72,7.4,7.3,7.4
4655,温州,火锅,巴蜀石锅鱼(宫后店),7,30,7.4,7.4,7.4
4664,温州,江浙菜,岭上人家楚香阁烤全羊农家乐,25,104,7.5,7.5,7.6
4670,温州,小吃面食,胡爸爸鸡骨,2,30,7.1,7.1,7.1
4671,温州,江浙菜,渔寮金海岸渔家乐,1,100,7,7,7
4672,温州,小吃面食,福建沙县特色小吃,4,11,7.2,7.2,7.2
4676,温州,小吃面食,正新(吉祥店),4,16,7,7,7
4677,温州,快餐简餐,嘿！包子(南浦店),69,14,7.3,7.4,7.6
4681,温州,快餐简餐,肯德基(龙湾人本店)分店,17,25,7.2,7.2,7.2
4683,温州,快餐简餐,煌上煌(黎明西路店),74,23,7.4,7.5,7.5
4688,温州,日本料理,承中寿司(周松路店),16,35,7,7,7.1
4694,温州,西餐,Slim 's New york steak &burger...,23,234,7.3,7.7,7.8
4698,温州,西餐,优兰故事·西餐厅,14,158,7.5,7.6,7.5
4700,温州,西餐,华莱士(站前店)分店,118,20,7.4,7.3,7.3
4701,温州,西餐,公牛太狼(明珠广场店),88,56,7.4,7.5,7.5
4704,温州,西餐,忆尚坊牛排馆(桥头店),1,62,6.9,6.9,6.9
4705,温州,西餐,华莱士(飞云店)分店,147,14,7.4,7.3,7.2
4710,温州,其他,大雄肉蟹煲,9,57,7.2,7.2,7.2
4713,温州,其他,昆仑山雪山矿泉水(鹿城店),14,23,7,6.9,6.9
4719,温州,粤菜,香港小厨茶餐厅,1118,63,8,7.7,8
4727,温州,韩国料理,御牛木炭烤肉料理,36,82,7.6,7.9,7.8
4728,温州,面包甜点,澜星_港式饮品,16,21,7.4,7.7,7.6
4730,温州,面包甜点,澜记老香港茶点(小南门店),18,19,7.3,7.4,7.5
4731,温州,面包甜点,一鸣真鲜奶吧(信合奶吧)分店,161,31,7.7,7.6,7.7
4732,温州,面包甜点,桂新园(仰义店)分店,70,14,7.5,7.5,7.5
4733,温州,面包甜点,一鸣真鲜奶吧(肖江永乐奶吧)分店,101,10,7.6,7.6,7.6
4736,乌鲁木齐,私房菜,一线天烤鸭私房菜,29,67,7.3,7.1,7.1
4739,乌鲁木齐,川菜,重庆万州烤鱼,109,53,7.4,7.2,7.3
4740,乌鲁木齐,川菜,老掌柜分店,168,46,7.5,7.2,7.1
4744,乌鲁木齐,东北菜,老院子铁锅芦花鸡(总店),20,27,7.4,7.4,7.3
4745,乌鲁木齐,江浙菜,浙江嘉兴饭店(开发区店),33,17,7.3,7.3,7.2
4749,乌鲁木齐,火锅,回府君悦无烟酒自助火锅,20,52,7.7,7.8,7.5
4750,乌鲁木齐,火锅,好彩_骨鱼火锅(第一分店·王家...,13,25,7.3,7.3,7.1
4751,乌鲁木齐,火锅,一号桥自助火锅,98,64,6.8,6.6,6.6
4752,乌鲁木齐,火锅,香之源时尚烧烤火锅自助,6,31,7.1,7.1,7.1
4753,乌鲁木齐,小吃面食,__肉饼,59,22,7.4,7.3,7.3
4754,乌鲁木齐,小吃面食,马三元牛肉拉面(红山店),26,14,7.3,7.4,7.5
4755,乌鲁木齐,小吃面食,啊臻味道米粉,2,14,6.9,6.9,6.9
4757,乌鲁木齐,小吃面食,曾记烤鸭脖(万达店),3,20,7.2,7.2,7.2
4758,乌鲁木齐,小吃面食,ROGERS_格斯美国炸薯条(欧乐星...,2,30,7,7,7
4759,乌鲁木齐,小吃面食,胖嫂卤肉专卖店,3,45,7,7,7
4760,乌鲁木齐,小吃面食,085早晚八点半(宝山路店),1,12,6.9,6.9,6.9
4762,乌鲁木齐,快餐简餐,邱家唐老鸭擀面皮,20,14,6.8,6.8,6.8
4763,乌鲁木齐,快餐简餐,德克士(机场店)分店,27,25,6.9,7,6.9
4764,乌鲁木齐,快餐简餐,正新鸡排(小西沟家乐福店),53,14,7.7,7.6,7.6
4765,乌鲁木齐,快餐简餐,尕骏儿农家饭馆,3,20,7.4,7.4,7.4
4771,乌鲁木齐,烧烤,三合烤铺,12,25,7.1,7,7
4775,乌鲁木齐,韩国料理,金爱尚韩国芝士年糕自助,57,55,7.9,8.1,8.4
4776,乌鲁木齐,韩国料理,阿里郎韩国特色小吃,10,20,7.4,7,7.4
4777,乌鲁木齐,西餐,新语咖啡,121,89,7.5,7.6,7.5
4778,乌鲁木齐,西餐,比萨大帝(领馆巷店),6,20,7.1,7.1,7
4780,乌鲁木齐,西餐,海尔巴格餐饮美都(摩洛哥咖啡厅),10,73,6.7,7.1,6.7
4782,乌鲁木齐,自助餐,金权道自助烧烤海鲜火锅【清真】,390,68,8,8.2,8
4783,乌鲁木齐,自助餐,好日子自助烤吧-清真(和平桥店),97,86,7.2,7.2,7.3
4788,乌鲁木齐,自助餐,麻辣世家自助火锅,34,53,6.9,6.7,6.8
4789,乌鲁木齐,其他,苹果之父风情音乐餐厅,268,174,7.6,8.7,8.4
4790,乌鲁木齐,其他,大掌柜芦花鸡主题餐厅,48,53,7.2,7.1,7
4792,乌鲁木齐,其他,大碗厨烤鸭,68,49,7.4,7.3,7.3
4793,乌鲁木齐,其他,孙家村海鲜酒楼,12,54,7,6.9,6.9
4801,乌鲁木齐,咖啡厅,蜜果蜜制鲜饮,5,14,7,7,7
4802,乌鲁木齐,新疆菜,马来拜拉条子(南湖店),4,30,7.5,7.3,7.5
4805,乌鲁木齐,新疆菜,尕盼舍餐饮连锁(总店),2,20,6.9,6.9,7
4812,乌鲁木齐,面包甜点,吾饮良品(万达广场店),3,12,7.2,7,7
4816,乌鲁木齐,面包甜点,南贝儿西饼,2,100,6.9,6.9,6.9
4819,无锡,小龙虾,江湖虾客,4,,7.8,7.8,7.8
4820,无锡,小龙虾,小荣包龙虾工厂店·至尊全虾宴,35,148,7.7,7.4,7.4
4821,无锡,小龙虾,兄弟龙虾,4,22,7.3,7,7.2
4823,无锡,小龙虾,高家庄龙虾馆,16,126,7.5,7.6,7.5
4826,无锡,小龙虾,盱眙杜氏龙虾,2,,6.9,6.9,6.9
4827,无锡,小龙虾,绝味龙虾,1,,6.9,6.9,6.9
4829,无锡,东北菜,东北饺子馆,3,44,7.2,7.2,7.2
4833,无锡,大闸蟹,洪泽湖大闸蟹,4,15,7,7,7
4838,无锡,私房菜,李师傅私房菜,29,68,7.2,7.1,7.2
4839,无锡,私房菜,庆合私房菜馆,4,35,6.8,6.8,6.9
4843,无锡,家常菜,陶金家常菜馆,1,,6.9,6.9,6.9
4844,无锡,私房菜,湘约私房菜,1,,7.4,7.4,7.4
4846,无锡,粤菜,_府一号,25,271,7.3,7.4,7.4
4848,无锡,面馆,银丝面馆(人民路店),54,15,6.9,7.1,6.9
4849,无锡,面馆,王家老太镇江锅盖面(健康路店),11,21,7.2,7.2,7.3
4850,无锡,面馆,富祥春面馆(新区百盛店),10,16,7.5,7.6,7.6
4851,无锡,面馆,状元府捞面(三阳地铁店),1141,30,7.7,8.1,8
4852,无锡,面馆,烤鸭面饭店(安镇店),1,10,7,7,7
4854,无锡,面馆,清真兰州拉面,1,15,7,7,7
4859,无锡,徽菜,山东老家菜馆,2,,7.5,7.5,7.5
4863,无锡,农家菜,小桥流水农庄,1,,6.9,6.9,6.9
4864,无锡,火锅,重庆地瓜老火锅,830,101,8.5,8.7,8.4
4865,无锡,火锅,醉渝味(钱桥晴山蓝城店),437,75,8.4,8.2,7.8
4866,无锡,火锅,北平往事火锅(红豆万花城店),129,53,7.3,7.6,7.3
4867,无锡,火锅,难得老鹅汤,6,45,7.2,7.1,7.1
4868,无锡,火锅,老成都火锅(康桥丽景店),5,42,7.6,7,7.6
4870,无锡,火锅,金三峡火锅店,3,50,7.2,7.4,7.5
4871,无锡,火锅,百味鸡煲(锡州中路店),9,41,7.3,7.2,7.1
4872,无锡,小吃快餐,大食代(海岸城店),520,26,7.8,7.8,7.8
4873,无锡,小吃快餐,如意菜饭(广益哥伦布店)分店,197,24,7.6,7.7,7.7
4874,无锡,小吃快餐,龙门花甲(青山西路总店),127,16,7.9,7.5,7.8
4875,无锡,小吃快餐,肯德基(旺庄店)分店,284,24,7.7,7.7,7.5
4876,无锡,小吃快餐,好清香饭店(1号厨房),20,16,7.2,7.2,7.2
4877,无锡,小吃快餐,肯德基(中环店),127,30,7.6,7.7,7.4
4878,无锡,日本料理,松根日料(海岸城店),48,120,7.7,8.6,7.6
4879,无锡,日本料理,钱宝儿和风便当,53,28,8.4,8.5,8.6
4880,无锡,小吃快餐,忆秦园(广益哥伦布店)分店,225,24,6.7,7.5,7.1
4881,无锡,日本料理,拳师料理,1,15,7,7,7
4882,无锡,日本料理,N多寿司(茂业店),434,16,8.4,8.3,8.2
